Gene stable ID,Gene name,Mouse gene stable ID,Mouse gene name,%id. target Mouse gene identical to query gene,%id. query gene identical to target Mouse gene,"Mouse orthology confidence [0 low, 1 high]"
ENSG00000231107,LINC01508,,,,,
ENSG00000276836,ARHGAP27,,,,,
ENSG00000204713,TRIM27,ENSMUSG00000021326,Trim27,98.8304,98.8304,1
ENSG00000278485,,,,,,
ENSG00000227350,PPIAP88,,,,,
ENSG00000136810,TXN,ENSMUSG00000028367,Txn1,87.619,87.619,1
ENSG00000286757,,,,,,
ENSG00000235903,CPB2-AS1,,,,,
ENSG00000278229,RPS17,,,,,
ENSG00000275867,KANSL1,,,,,
ENSG00000282596,DNM1P38,,,,,
ENSG00000225357,RPF2P1,,,,,
ENSG00000283527,U6,ENSMUSG00002075651,Gm55087,54.2169,63.3803,0
ENSG00000277445,CPEB1,,,,,
ENSG00000235201,LINC02578,,,,,
ENSG00000226327,RPSAP49,,,,,
ENSG00000229541,GAPDHP26,,,,,
ENSG00000231856,,,,,,
ENSG00000225901,MTND2P9,,,,,
ENSG00000224267,,,,,,
ENSG00000214078,CPNE1,,,,,
ENSG00000212293,,,,,,
ENSG00000275239,FAM242F,,,,,
ENSG00000285806,,,,,,
ENSG00000174227,PIGG,ENSMUSG00000029263,Pigg,80.3662,80.3662,1
ENSG00000231417,IRX1P1,,,,,
ENSG00000248918,,,,,,
ENSG00000287887,,,,,,
ENSG00000249102,,,,,,
ENSG00000226695,ANKRD20A10P,,,,,
ENSG00000075673,ATP12A,ENSMUSG00000022229,Atp12a,86.6217,86.9565,1
ENSG00000248216,KCTD9P5,,,,,
ENSG00000231166,TUBB4BP6,,,,,
ENSG00000281569,KANSL1-AS1,,,,,
ENSG00000228366,,,,,,
ENSG00000230418,ARL2BPP7,,,,,
ENSG00000040731,CDH10,ENSMUSG00000022321,Cdh10,96.8274,96.8274,1
ENSG00000281815,,,,,,
ENSG00000236130,PTCSC2,,,,,
ENSG00000280735,,,,,,
ENSG00000281693,,,,,,
ENSG00000282814,,,,,,
ENSG00000278742,LRRC37A,,,,,
ENSG00000274320,GOLGA6L9,,,,,
ENSG00000232203,SLC25A6P2,,,,,
ENSG00000223602,,,,,,
ENSG00000228071,RPL7P47,,,,,
ENSG00000282755,,,,,,
ENSG00000230537,LINC02937,,,,,
ENSG00000067141,NEO1,ENSMUSG00000032340,Neo1,94.5243,92.5603,1
ENSG00000275621,LRRC37A3,,,,,
ENSG00000260601,,,,,,
ENSG00000282514,,,,,,
ENSG00000213881,NPM1P6,,,,,
ENSG00000276228,UBE2Q2P6,,,,,
ENSG00000260071,,,,,,
ENSG00000274042,GOLGA6L10,,,,,
ENSG00000276478,,,,,,
ENSG00000254383,,,,,,
ENSG00000275949,,,,,,
ENSG00000237626,,,,,,
ENSG00000275049,,,,,,
ENSG00000274166,GOLGA6L10,,,,,
ENSG00000220446,,,,,,
ENSG00000218472,,,,,,
ENSG00000281336,,,,,,
ENSG00000285603,,,,,,
ENSG00000278194,SPPL2C,,,,,
ENSG00000273673,,,,,,
ENSG00000218574,HNRNPA1P37,,,,,
ENSG00000281578,MAPT-AS1,,,,,
ENSG00000282457,CSPG4P10,,,,,
ENSG00000277661,OR2W1-AS1,,,,,
ENSG00000290468,,,,,,
ENSG00000207474,RNY1P7,,,,,
ENSG00000225404,RPL26P34,,,,,
ENSG00000258994,LINC02309,,,,,
ENSG00000275748,ARL17B,,,,,
ENSG00000282209,GOLGA6L17P,,,,,
ENSG00000132972,RNF17,ENSMUSG00000000365,Rnf17,74.8614,74.0854,1
ENSG00000233366,ZNF90P2,,,,,
ENSG00000236909,OR2P1P,,,,,
ENSG00000290504,,,,,,
ENSG00000233981,,,,,,
ENSG00000188677,PARVB,ENSMUSG00000022438,Parvb,91.4835,91.2329,1
ENSG00000282183,GOLGA2P10,,,,,
ENSG00000232040,SCAND3,ENSMUSG00000034173,Zbed5,18.4906,32.4074,0
ENSG00000094841,UPRT,ENSMUSG00000073016,Uprt,86.0841,85.8064,1
ENSG00000290533,,,,,,
ENSG00000054983,GALC,ENSMUSG00000021003,Galc,82.6277,82.7485,1
ENSG00000278174,NSF,,,,,
ENSG00000260316,,,,,,
ENSG00000281976,ADAMTS7P1,,,,,
ENSG00000261075,LINC01195,,,,,
ENSG00000248969,,,,,,
ENSG00000271225,BNIP3P4,,,,,
ENSG00000291160,,,,,,
ENSG00000249927,,,,,,
ENSG00000156755,IGKV1OR-2,,,,,
ENSG00000287940,,,,,,
ENSG00000282377,,,,,,
ENSG00000250619,,,,,,
ENSG00000291161,,,,,,
ENSG00000204711,CFAP95,ENSMUSG00000033053,Cfap95,62.4454,62.7193,1
ENSG00000248624,,,,,,
ENSG00000282084,UBE2Q2P2,,,,,
ENSG00000248286,,,,,,
ENSG00000277878,,,,,,
ENSG00000040341,STAU2,ENSMUSG00000025920,Stau2,93.8596,93.8596,1
ENSG00000291162,UBE2Q2P2,,,,,
ENSG00000076344,RGS11,ENSMUSG00000024186,Rgs11,77.7302,77.897,1
ENSG00000260786,,,,,,
ENSG00000280185,,,,,,
ENSG00000244349,,,,,,
ENSG00000281283,MAPK8IP1P1,,,,,
ENSG00000281797,RDM1P2,,,,,
ENSG00000078401,EDN1,ENSMUSG00000021367,Edn1,69.3396,72.7723,1
ENSG00000260066,,,,,,
ENSG00000281642,,,,,,
ENSG00000280810,NSFP1,,,,,
ENSG00000164294,GPX8,ENSMUSG00000021760,Gpx8,82.2967,82.2967,1
ENSG00000281139,STH,,,,,
ENSG00000281487,,,,,,
ENSG00000281364,,,,,,
ENSG00000281837,,,,,,
ENSG00000281922,,,,,,
ENSG00000283454,,,,,,
ENSG00000278357,Metazoa_SRP,,,,,
ENSG00000277055,Metazoa_SRP,,,,,
ENSG00000278553,,,,,,
ENSG00000278232,CRHR1,,,,,
ENSG00000285694,,,,,,
ENSG00000233956,BTF3P6,,,,,
ENSG00000274754,Y_RNA,,,,,
ENSG00000284448,MIR6501,,,,,
ENSG00000275775,,,,,,
ENSG00000275574,,,,,,
ENSG00000277626,WNT3,,,,,
ENSG00000224586,GPX5,,,,,
ENSG00000281144,,,,,,
ENSG00000159147,DONSON,ENSMUSG00000022960,Donson,76.8551,77.6786,1
ENSG00000290493,,,,,,
ENSG00000231291,,,,,,
ENSG00000016082,ISL1,ENSMUSG00000042258,Isl1,100,100,1
ENSG00000235626,KRT18P66,,,,,
ENSG00000242111,TOPORSLP,,,,,
ENSG00000131669,NINJ1,ENSMUSG00000037966,Ninj1,89.4737,64.7619,1
ENSG00000227521,TUBB4BP8,,,,,
ENSG00000226484,,,,,,
ENSG00000232576,,,,,,
ENSG00000154655,L3MBTL4,ENSMUSG00000041565,L3mbtl4,80.9446,81.2092,1
ENSG00000237211,SETP4,,,,,
ENSG00000274022,,,,,,
ENSG00000228364,SAR1AP1,,,,,
ENSG00000230317,LINC01284,,,,,
ENSG00000224707,E2F3-IT1,,,,,
ENSG00000204703,OR2B3,,,,,
ENSG00000238076,MRPL48P1,,,,,
ENSG00000112183,RBM24,ENSMUSG00000038132,Rbm24,98.7288,98.7288,1
ENSG00000249289,,,,,,
ENSG00000249748,CAPSL-DT,,,,,
ENSG00000260761,,,,,,
ENSG00000251678,,,,,,
ENSG00000234390,USP27X-DT,,,,,
ENSG00000248554,C5orf34-AS1,,,,,
ENSG00000228182,MTND2P25,,,,,
ENSG00000280305,,,,,,
ENSG00000249198,,,,,,
ENSG00000165259,HDX,ENSMUSG00000034551,Hdx,90.5797,90.3179,1
ENSG00000248349,,,,,,
ENSG00000227068,,,,,,
ENSG00000154122,ANKH,ENSMUSG00000022265,Ank,98.374,98.374,1
ENSG00000235601,BARX1-DT,,,,,
ENSG00000278382,,,,,,
ENSG00000259953,LINC02977,,,,,
ENSG00000102606,ARHGEF7,ENSMUSG00000031511,Arhgef7,84.6868,93.3504,1
ENSG00000250703,,,,,,
ENSG00000248148,,,,,,
ENSG00000234865,ADH5P5,,,,,
ENSG00000197969,VPS13A,ENSMUSG00000046230,Vps13a,84.3415,84.5546,1
ENSG00000248461,LINC02119,,,,,
ENSG00000214012,KRT18P38,,,,,
ENSG00000225092,,,,,,
ENSG00000217414,DDX18P3,,,,,
ENSG00000285216,,,,,,
ENSG00000250118,,,,,,
ENSG00000234369,TATDN1P1,,,,,
ENSG00000273107,,,,,,
ENSG00000231399,SNRPEP8,,,,,
ENSG00000236831,YME1L1P1,,,,,
ENSG00000236988,CTDSPL2P1,,,,,
ENSG00000072401,UBE2D1,ENSMUSG00000019927,Ube2d1,100,100,1
ENSG00000282193,SYNGR2P1,,,,,
ENSG00000223467,CALM1P1,,,,,
ENSG00000124783,SSR1,ENSMUSG00000021427,Ssr1,90.5594,81.4465,1
ENSG00000237299,,,,,,
ENSG00000282362,,,,,,
ENSG00000288148,,,,,,
ENSG00000270268,CORO1CP1,,,,,
ENSG00000235759,ARHGAP42P3,,,,,
ENSG00000236365,EIF3MP1,,,,,
ENSG00000282654,RN7SL673P,,,,,
ENSG00000282324,DNM1P28,,,,,
ENSG00000282509,ULK4P3,,,,,
ENSG00000113593,PPWD1,ENSMUSG00000021713,Ppwd1,97.2136,97.2136,1
ENSG00000233408,,,,,,
ENSG00000235061,UBE2V1P7,,,,,
ENSG00000231706,CYCSP43,,,,,
ENSG00000234766,LINC01496,,,,,
ENSG00000215268,,,,,,
ENSG00000282767,U8,,,,,
ENSG00000204118,NAP1L6P,,,,,
ENSG00000284076,GOLGA8T,,,,,
ENSG00000213727,,,,,,
ENSG00000229667,UBE2V1P9,,,,,
ENSG00000230643,,,,,,
ENSG00000174740,PABPC5,ENSMUSG00000034732,Pabpc5,95.0262,95.2756,1
ENSG00000276800,Metazoa_SRP,,,,,
ENSG00000282328,RN7SL469P,,,,,
ENSG00000282400,DNM1P30,,,,,
ENSG00000282316,,,,,,
ENSG00000282249,,,,,,
ENSG00000282009,RNU6-17P,,,,,
ENSG00000183506,PI4KAP2,,,,,
ENSG00000282722,,,,,,
ENSG00000282729,Y_RNA,,,,,
ENSG00000186288,PABPC1L2A,,,,,
ENSG00000282088,CHRNA7,,,,,
ENSG00000224065,SRIP2,,,,,
ENSG00000286139,ARHGAP11B,,,,,
ENSG00000174225,ARL13A,ENSMUSG00000052549,Arl13a,61.3281,42.2043,0
ENSG00000281590,ABR-AS1,,,,,
ENSG00000280938,TRARG1,,,,,
ENSG00000282554,ARHGAP11B-DT,,,,,
ENSG00000282670,,,,,,
ENSG00000280563,NXN,,,,,
ENSG00000282275,RN7SL628P,,,,,
ENSG00000282207,,,,,,
ENSG00000282689,ULK4P2,,,,,
ENSG00000281251,,,,,,
ENSG00000141448,GATA6,ENSMUSG00000005836,Gata6,89.2437,90.1528,1
ENSG00000274474,YWHAE,,,,,
ENSG00000282177,U8,,,,,
ENSG00000282701,DNM1P50,,,,,
ENSG00000229932,YWHAZP3,,,,,
ENSG00000142188,TMEM50B,ENSMUSG00000022964,Tmem50b,98.1013,98.1013,1
ENSG00000282773,GOLGA8Q,,,,,
ENSG00000234864,LINC02632,,,,,
ENSG00000234504,,,,,,
ENSG00000282547,RN7SL796P,,,,,
ENSG00000281960,,,,,,
ENSG00000282109,MPHOSPH10P2,,,,,
ENSG00000282068,,,,,,
ENSG00000224919,,,,,,
ENSG00000283589,GOLGA8N,,,,,
ENSG00000266524,GDF10,ENSMUSG00000021943,Gdf10,83.2636,83.6134,1
ENSG00000282629,RN7SL286P,,,,,
ENSG00000282168,,,,,,
ENSG00000278741,ABR,,,,,
ENSG00000285828,,,,,,
ENSG00000213704,EEF1A1P15,,,,,
ENSG00000281931,SCG5,,,,,
ENSG00000227101,,,,,,
ENSG00000165288,BRWD3,ENSMUSG00000063663,Brwd3,94.6171,94.7749,1
ENSG00000101638,ST8SIA5,ENSMUSG00000025425,St8sia5,85.1064,77.6699,1
ENSG00000282081,SCG5-AS1,,,,,
ENSG00000236671,PRKG1-AS1,,,,,
ENSG00000282555,GREM1-AS1,,,,,
ENSG00000282046,GREM1,,,,,
ENSG00000282410,,,,,,
ENSG00000253491,IGHVII-30-1,,,,,
ENSG00000253458,IGHVII-15-1,,,,,
ENSG00000259789,,,,,,
ENSG00000100739,BDKRB1,ENSMUSG00000041347,Bdkrb1,68.5552,72.4551,1
ENSG00000196693,ZNF33B,,,,,
ENSG00000253755,IGHGP,,,,,
ENSG00000211958,IGHV3-38,,,,,
ENSG00000253957,IGHV3-22,,,,,
ENSG00000258379,,,,,,
ENSG00000258593,,,,,,
ENSG00000205959,,,,,,
ENSG00000170779,CDCA4,ENSMUSG00000047832,Cdca4,73.029,74.2616,1
ENSG00000277649,TIMM22,,,,,
ENSG00000273728,Metazoa_SRP,,,,,
ENSG00000251292,ERVH-1,,,,,
ENSG00000235356,,,,,,
ENSG00000280310,,,,,,
ENSG00000226304,,,,,,
ENSG00000265630,,,,,,
ENSG00000250476,ENPP7P9,,,,,
ENSG00000226937,CEP164P1,,,,,
ENSG00000250039,,,,,,
ENSG00000253359,IGHV3-37,,,,,
ENSG00000258807,,,,,,
ENSG00000243646,IL10RB,ENSMUSG00000022969,Il10rb,68.9231,63.8177,1
ENSG00000211952,IGHV4-28,ENSMUSG00000095866,Ighv2-4,54.7009,55.1724,1
ENSG00000211952,IGHV4-28,ENSMUSG00000094164,Ighv2-3,57.265,58.2609,0
ENSG00000211952,IGHV4-28,ENSMUSG00000076670,Ighv3-5,61.5385,61.5385,0
ENSG00000211952,IGHV4-28,ENSMUSG00000103939,Ighv3-4,61.5385,61.5385,0
ENSG00000211952,IGHV4-28,ENSMUSG00000076674,Ighv3-8,64.1026,57.2519,0
ENSG00000211952,IGHV4-28,ENSMUSG00000076676,Ighv12-3,58.1197,58.1197,0
ENSG00000211952,IGHV4-28,ENSMUSG00000096670,Ighv2-6,58.1197,58.6207,0
ENSG00000211952,IGHV4-28,ENSMUSG00000093838,Ighv3-1,64.1026,64.6552,0
ENSG00000211952,IGHV4-28,ENSMUSG00000095565,Ighv2-9-1,57.265,57.7586,0
ENSG00000211952,IGHV4-28,ENSMUSG00000076646,Ighv2-6-8,56.4103,56.8966,0
ENSG00000211952,IGHV4-28,ENSMUSG00000096464,Ighv2-2,54.7009,55.1724,0
ENSG00000211952,IGHV4-28,ENSMUSG00000096638,Ighv2-9,58.9744,59.4828,0
ENSG00000211952,IGHV4-28,ENSMUSG00000076672,Ighv3-6,64.9573,65.5172,0
ENSG00000211952,IGHV4-28,ENSMUSG00000096498,Ighv2-5,53.8462,54.3103,0
ENSG00000211952,IGHV4-28,ENSMUSG00000094029,Ighv3-3,64.9573,65.5172,1
ENSG00000211952,IGHV4-28,ENSMUSG00000096824,Ighv2-7,58.1197,58.6207,0
ENSG00000248360,LINC00504,,,,,
ENSG00000280719,PCAT5,,,,,
ENSG00000253325,IGHV7-34-1,,,,,
ENSG00000286924,,,,,,
ENSG00000254215,IGHVIII-11-1,,,,,
ENSG00000211947,IGHV3-21,,,,,
ENSG00000088756,ARHGAP28,ENSMUSG00000024043,Arhgap28,84.6365,84.6365,1
ENSG00000253482,IGHVII-26-2,,,,,
ENSG00000282639,IGHV3-64D,,,,,
ENSG00000258793,,,,,,
ENSG00000283607,IGHVII-30-21,,,,,
ENSG00000249988,,,,,,
ENSG00000254046,IGHV1-17,,,,,
ENSG00000259059,PEBP1P1,,,,,
ENSG00000211957,IGHV3-35,,,,,
ENSG00000259096,SHLD2P2,,,,,
ENSG00000211943,IGHV3-15,ENSMUSG00000076668,Ighv7-4,64.7059,63.6364,0
ENSG00000211943,IGHV3-15,ENSMUSG00000076652,Ighv7-3,67.2269,66.6667,0
ENSG00000211943,IGHV3-15,ENSMUSG00000076665,Ighv7-1,63.0252,61.9835,0
ENSG00000211943,IGHV3-15,ENSMUSG00000076653,Ighv7-2,61.3445,61.3445,0
ENSG00000213140,ELK2AP,,,,,
ENSG00000254326,IGHV7-27,,,,,
ENSG00000259163,TTC7B-AS1,,,,,
ENSG00000252143,,,,,,
ENSG00000222352,RN7SKP221,,,,,
ENSG00000275293,Metazoa_SRP,,,,,
ENSG00000109667,SLC2A9,ENSMUSG00000005107,Slc2a9,81.1111,81.4126,1
ENSG00000100403,ZC3H7B,ENSMUSG00000022390,Zc3h7b,96.2129,95.723,1
ENSG00000253240,IGHV3-36,,,,,
ENSG00000099250,NRP1,ENSMUSG00000025810,Nrp1,93.1744,93.1744,1
ENSG00000259067,,,,,,
ENSG00000137273,FOXF2,ENSMUSG00000038402,Foxf2,93.9189,93.4978,1
ENSG00000253441,IGHV3-25,,,,,
ENSG00000168447,SCNN1B,ENSMUSG00000030873,Scnn1b,83.9062,84.1693,1
ENSG00000246350,ZBED9-AS1,,,,,
ENSG00000248651,GCSHP1,,,,,
ENSG00000271290,COPS8P1,,,,,
ENSG00000241739,RPL21P56,,,,,
ENSG00000286281,,,,,,
ENSG00000237506,RPSAP15,,,,,
ENSG00000218027,,,,,,
ENSG00000100600,LGMN,ENSMUSG00000021190,Lgmn,83.3718,82.9885,1
ENSG00000248092,NNT-AS1,,,,,
ENSG00000287483,,,,,,
ENSG00000287223,,,,,,
ENSG00000217314,UQCRFS1P3,,,,,
ENSG00000229132,EIF4A1P10,,,,,
ENSG00000124766,SOX4,ENSMUSG00000076431,Sox4,81.0127,87.2727,1
ENSG00000230889,SHC1P1,,,,,
ENSG00000260239,LINC02533,,,,,
ENSG00000158813,EDA,ENSMUSG00000059327,Eda,94.6292,94.6292,1
ENSG00000249404,,,,,,
ENSG00000229765,RPL21P62,,,,,
ENSG00000213911,OR2G1P,,,,,
ENSG00000251189,,,,,,
ENSG00000286954,,,,,,
ENSG00000249410,AK4P2,,,,,
ENSG00000145996,CDKAL1,ENSMUSG00000006191,Cdkal1,90.5009,90.6574,1
ENSG00000151876,FBXO4,ENSMUSG00000022184,Fbxo4,87.5969,88.0519,1
ENSG00000159128,IFNGR2,ENSMUSG00000022965,Ifngr2,56.9733,57.8313,1
ENSG00000140382,HMG20A,ENSMUSG00000032329,Hmg20a,85.0144,77.8364,1
ENSG00000291986,Y_RNA,,,,,
ENSG00000291987,NUTM1,,,,,
ENSG00000231056,LINC02522,,,,,
ENSG00000167074,TEF,ENSMUSG00000022389,Tef,97.3597,98.0066,1
ENSG00000146038,DCDC2,ENSMUSG00000035910,Dcdc2a,82.9832,83.1579,1
ENSG00000291988,ACTG1P15,,,,,
ENSG00000291989,MIR1233-1,,,,,
ENSG00000291990,,,,,,
ENSG00000291991,,,,,,
ENSG00000291992,,,,,,
ENSG00000291994,LPCAT4,,,,,
ENSG00000188419,CHM,ENSMUSG00000025531,Chm,83.461,82.3263,1
ENSG00000291995,GOLGA8A,,,,,
ENSG00000199865,RNU6-495P,,,,,
ENSG00000273424,,,,,,
ENSG00000183864,TOB2,ENSMUSG00000048546,Tob2,89.8256,89.5652,1
ENSG00000291996,NOP10,,,,,
ENSG00000172201,ID4,ENSMUSG00000021379,Id4,98.1366,98.1366,1
ENSG00000100410,PHF5A,ENSMUSG00000061360,Phf5a,100,100,1
ENSG00000287279,,,,,,
ENSG00000230570,,,,,,
ENSG00000241612,RPL21P46,,,,,
ENSG00000220771,BOLA2P3,,,,,
ENSG00000113389,NPR3,ENSMUSG00000022206,Npr3,90.7579,91.6045,1
ENSG00000109606,DHX15,ENSMUSG00000029169,Dhx15,99.6226,99.6226,1
ENSG00000100413,POLR3H,ENSMUSG00000022476,Polr3h,98.0392,98.0392,1
ENSG00000227581,STAU2P1,,,,,
ENSG00000231206,HNRNPA1P25,,,,,
ENSG00000288059,,,,,,
ENSG00000271433,PPATP2,,,,,
ENSG00000215105,TTC3P1,,,,,
ENSG00000236185,HNRNPDLP3,,,,,
ENSG00000231478,FCF1P9,,,,,
ENSG00000260892,,,,,,
ENSG00000232069,RPS29P28,,,,,
ENSG00000259512,HNRNPA1P5,,,,,
ENSG00000280870,MIR325HG,,,,,
ENSG00000270116,,,,,,
ENSG00000228677,TTC3-AS1,,,,,
ENSG00000140505,CYP1A2,ENSMUSG00000032310,Cyp1a2,72.4806,72.9045,1
ENSG00000230366,DSCR9,,,,,
ENSG00000137177,KIF13A,ENSMUSG00000021375,Kif13a,89.5291,92.3957,1
ENSG00000277106,SPPL2C,,,,,
ENSG00000282052,RPS7P11,,,,,
ENSG00000281927,,,,,,
ENSG00000270308,TEX101P1,,,,,
ENSG00000282523,,,,,,
ENSG00000225536,STIP1P3,,,,,
ENSG00000282799,KANSL1-AS1,,,,,
ENSG00000262801,,,,,,
ENSG00000232842,KAT7P1,,,,,
ENSG00000282002,,,,,,
ENSG00000229946,B3GNT2P1,,,,,
ENSG00000282351,MAPK8IP1P2,,,,,
ENSG00000263969,RN7SL678P,,,,,
ENSG00000231875,,,,,,
ENSG00000282733,NSFP1,,,,,
ENSG00000124429,POF1B,ENSMUSG00000034607,Pof1b,89.3039,89.6082,1
ENSG00000157538,VPS26C,ENSMUSG00000022898,Vps26c,91.5825,91.5825,1
ENSG00000237350,CDC42P6,,,,,
ENSG00000277641,WNT3,,,,,
ENSG00000282614,DND1P1,,,,,
ENSG00000281982,,,,,,
ENSG00000140284,SLC27A2,ENSMUSG00000027359,Slc27a2,82.4194,82.4194,1
ENSG00000272602,ZNF595,,,,,
ENSG00000276907,ARHGAP27,,,,,
ENSG00000134444,RELCH,ENSMUSG00000026319,Relch,93.1743,93.1743,1
ENSG00000261604,,,,,,
ENSG00000102858,MGRN1,ENSMUSG00000022517,Mgrn1,85.4167,88.4892,1
ENSG00000248279,LINC02120,,,,,
ENSG00000248378,,,,,,
ENSG00000250418,,,,,,
ENSG00000282620,MAPT-IT1,,,,,
ENSG00000169271,HSPB3,ENSMUSG00000051456,Hspb3,87.3333,85.0649,1
ENSG00000282491,,,,,,
ENSG00000102271,KLHL4,ENSMUSG00000025597,Klhl4,87.6045,87.7266,1
ENSG00000282727,,,,,,
ENSG00000249579,,,,,,
ENSG00000278734,,,,,,
ENSG00000276799,WNT9B,,,,,
ENSG00000249206,GCNT1P2,,,,,
ENSG00000282067,MAPT-AS1,,,,,
ENSG00000281948,CES1P1,,,,,
ENSG00000134363,FST,ENSMUSG00000021765,Fst,97.9651,97.9651,1
ENSG00000282325,,,,,,
ENSG00000282456,LINC02210-CRHR1,,,,,
ENSG00000261972,CES5A,,,,,
ENSG00000282723,MAPK8IP1P1,,,,,
ENSG00000282563,,,,,,
ENSG00000282361,,,,,,
ENSG00000276262,NSF,,,,,
ENSG00000109625,CPZ,ENSMUSG00000036596,Cpz,81.4417,81.1927,1
ENSG00000100417,PMM1,ENSMUSG00000022474,Pmm1,95.0382,95.0382,1
ENSG00000258735,PPP1R13B-DT,,,,,
ENSG00000262243,CES1,,,,,
ENSG00000242553,,,,,,
ENSG00000276358,PLEKHM1,,,,,
ENSG00000090061,CCNK,ENSMUSG00000021258,Ccnk,95.8621,95.5326,1
ENSG00000182670,TTC3,ENSMUSG00000040785,Ttc3,75.2099,76.9581,1
ENSG00000249928,UQCRBP3,,,,,
ENSG00000279470,,,,,,
ENSG00000279671,,,,,,
ENSG00000250764,,,,,,
ENSG00000259467,NDUFAF4P1,,,,,
ENSG00000287947,,,,,,
ENSG00000112996,MRPS30,ENSMUSG00000021731,Mrps30,73.5763,73.0769,1
ENSG00000276191,CRHR1,,,,,
ENSG00000136381,IREB2,ENSMUSG00000032293,Ireb2,93.6656,93.6656,1
ENSG00000287430,,,,,,
ENSG00000272425,,,,,,
ENSG00000185052,SLC24A3,ENSMUSG00000063873,Slc24a3,96.5839,96.4341,1
ENSG00000224079,,,,,,
ENSG00000274343,,,,,,
ENSG00000253383,,,,,,
ENSG00000253836,,,,,,
ENSG00000233082,,,,,,
ENSG00000237807,LINC02984,,,,,
ENSG00000236708,SDK1-AS1,,,,,
ENSG00000286874,,,,,,
ENSG00000287541,,,,,,
ENSG00000276276,ARL17B,,,,,
ENSG00000164853,UNCX,ENSMUSG00000029546,Uncx,87.5706,87.7358,1
ENSG00000254266,PKIA-AS1,,,,,
ENSG00000100418,DESI1,ENSMUSG00000022472,Desi1,97.0238,97.0238,1
ENSG00000213698,CAPZA1P3,,,,,
ENSG00000073905,VDAC1P1,,,,,
ENSG00000236243,RPL6P29,,,,,
ENSG00000277956,MAPT,,,,,
ENSG00000228051,WBP11P3,,,,,
ENSG00000258677,,,,,,
ENSG00000229594,,,,,,
ENSG00000235996,,,,,,
ENSG00000220925,IGBP1-AS2,,,,,
ENSG00000179447,SLC24A3-AS1,,,,,
ENSG00000122824,NUDT10,,,,,
ENSG00000254020,,,,,,
ENSG00000253964,RPL31P40,,,,,
ENSG00000112964,GHR,ENSMUSG00000055737,Ghr,69.5925,68.3077,1
ENSG00000254392,,,,,,
ENSG00000232675,,,,,,
ENSG00000253577,,,,,,
ENSG00000239857,GET4,ENSMUSG00000025858,Get4,94.1896,94.1896,1
ENSG00000249866,OR7E83P,,,,,
ENSG00000287081,,,,,,
ENSG00000268628,,,,,,
ENSG00000270826,USP37P1,,,,,
ENSG00000271322,,,,,,
ENSG00000204103,MAFB,ENSMUSG00000074622,Mafb,97.2136,97.2136,1
ENSG00000140104,CLBA1,ENSMUSG00000037594,Clba1,58.4615,59.19,1
ENSG00000104327,CALB1,ENSMUSG00000028222,Calb1,98.4674,98.4674,1
ENSG00000276892,,,,,,
ENSG00000213695,RPS7P14,,,,,
ENSG00000226753,FOXN3P2,,,,,
ENSG00000271205,,,,,,
ENSG00000198934,MAGEE1,ENSMUSG00000031227,Magee1,60.7106,63.2898,1
ENSG00000229771,,,,,,
ENSG00000282165,,,,,,
ENSG00000282238,RPS26P8,,,,,
ENSG00000286972,,,,,,
ENSG00000152953,STK32B,ENSMUSG00000029123,Stk32b,92.029,92.029,1
ENSG00000238908,RNA5SP484,,,,,
ENSG00000232735,ATG4AP1,,,,,
ENSG00000235102,ADI1P1,,,,,
ENSG00000278458,KANSL1,,,,,
ENSG00000271094,,,,,,
ENSG00000132793,LPIN3,ENSMUSG00000027412,Lpin3,80.8461,80.1865,1
ENSG00000229661,BUD31P2,,,,,
ENSG00000274398,,,,,,
ENSG00000232293,PAICSP7,,,,,
ENSG00000230592,RPSAP8,,,,,
ENSG00000196419,XRCC6,ENSMUSG00000022471,Xrcc6,83.2512,83.3882,1
ENSG00000270745,,,,,,
ENSG00000102390,PBDC1,ENSMUSG00000031226,Pbdc1,71.6738,84.3434,1
ENSG00000277221,LRRC37A2,,,,,
ENSG00000282279,,,,,,
ENSG00000282637,MAP3K14,,,,,
ENSG00000275587,Metazoa_SRP,,,,,
ENSG00000275780,,,,,,
ENSG00000276222,Y_RNA,,,,,
ENSG00000275602,Metazoa_SRP,,,,,
ENSG00000274171,,,,,,
ENSG00000282171,,,,,,
ENSG00000290467,LINC02210,,,,,
ENSG00000260873,SNTB2,,,,,
ENSG00000206062,,,,,,
ENSG00000271157,,,,,,
ENSG00000271056,MRPS22P1,,,,,
ENSG00000236256,DIAPH2-AS1,,,,,
ENSG00000262788,UTP4,,,,,
ENSG00000282032,,,,,,
ENSG00000290486,,,,,,
ENSG00000282331,LRRC37A4P,,,,,
ENSG00000183576,SETD3,ENSMUSG00000056770,Setd3,92.2559,92.2559,1
ENSG00000290501,,,,,,
ENSG00000230478,,,,,,
ENSG00000227434,RNF19BPX,,,,,
ENSG00000179300,RTL3,ENSMUSG00000047686,Rtl3,60,51.5371,1
ENSG00000262354,Y_RNA,,,,,
ENSG00000262579,,,,,,
ENSG00000236870,POMPP1,,,,,
ENSG00000224775,BRAFP1,,,,,
ENSG00000286523,,,,,,
ENSG00000261795,,,,,,
ENSG00000230275,SERBP1P4,,,,,
ENSG00000226081,USP12PX,,,,,
ENSG00000283991,,,,,,
ENSG00000189227,C15orf61,ENSMUSG00000032403,2300009A05Rik,92.3567,92.3567,1
ENSG00000233446,PDK1P2,,,,,
